"Sample","Bay","Zone","Re_grid","Year","Season","nseines","ntrawls","Alo. alabamae","Alo. chrysochloris","Anc. cubana","Anc. hepsetus","Anc. lyolepis","Anc. mitchilli","Anchoa spp.","Bai. chrysoura","Brevoortia spp.","Car. crysos","Car. hippos","Car. latus","Chl. chrysurus","Clupeidae spp.","Cyp. variegatus","Dec. punctatus","Dia. auratus","Dor. cepedianum","Dor. petenense","Eucinostomus spp.","Fun. confluentus","Fun. grandis","Fun. seminolis","Fun. similis","Gam. holbrooki","Hae. aurolineatum","Har. jaguana","Hyp. harringtonensis","Hyp. meeki","Hyp. unifasciatus","Hyporhamphus spp.","Lag. rhomboides","Lei. xanthurus","Luc. goodei","Luc. parva","Mem. martinica","Menidia spp.","Mug. cephalus","Mug. curema","Mug. trichodon","Mugil spp.","Oli. saurus","Opi. oglinum","Ort. chrysoptera","Pep. burti","Pep. paru","Poe. latipinna","Sar. aurita","Sel. setapinnis","Ste. caprinus","bottomveg","temp","pH","sal","DO","vis"
"AP_B14_2007_4","AP","B",14,2007,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0.007658666,0,0,0,0,0,0,0.028666081,0,0,0,0,0,0,0,0,0,0,0,0.296478912,0,0,0.01703304,0,0,0,0,0,0,0,0,0.199125308,0,0,0,0,0,0,81.6666666666667,20.0333333333333,8.15,35.6666666666667,7.53333333333333,1.8
"AP_B14_2008_1","AP","B",14,2008,1,6,3,0,0,0,0,0,0.00047314,0,0,0,0,0,0,0,0,0.00189256,0,0,0,0,0,0,0,0,0.01230164,0,0,0,0,0,0,0,0.0023657,0.117219281,0,0,0,0,0.00047314,0,0,0,0,0,0.099562654,0,0,0,0,0,0,38.5714285714286,15.1,7.97142857142857,32.9571428571429,8.52857142857143,1.8
"AP_B14_2008_2","AP","B",14,2008,2,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00070971,0,0,0,0,0,0,0,0,0.00496797,0,0,0,0,0,0,0,0.702499126,0.016884896,0,0,0,0.00425826,0.00212913,0,0,0,0,0,0.132061169,0,0,0,0,0,0,52.2,22.8,7.82,31.98,6.86,1.7
"AP_B14_2008_3","AP","B",14,2008,3,4,4,0,0,0,0.792311958,0,0.00212913,0,0.075198251,0,0,0,0,0.00141942,0,0,0,0,0,0,0.05023782,0,0,0,0,0,0,0.01916217,0,0.00638739,0,0,0.147409511,0,0,0.01987188,0,0,0,0,0,0,0,0.00567768,0.076565986,0,0,0,0,0,0,46.4285714285714,29.8285714285714,7.97142857142857,29.5,6.61428571428571,2.15
"AP_B14_2008_4","AP","B",14,2008,4,2,4,0,0,0,0,0,0,0,0.067566136,0,0,0,0,0.003829333,0,0,0,0,0,0,0.075869323,0,0,0,0,0,0,0,0,0,0,0,0.329568648,0.017455765,0,0.000567768,0,0,0,0,0,0,0,0,0.243412375,0,0,0,0,0.003829333,0,75.7142857142857,18.6285714285714,7.94285714285714,31.6571428571429,8.54285714285714,1.9
"AP_B14_2009_1","AP","B",14,2009,1,6,2,0,0,0,0,0.000567768,0,0,0,0.796555104,0,0,0,0,0,0,0,0,0,0,0.003406608,0,0,0,0,0,0,0,0,0,0,0,0.218590675,7.084012905,0,0,0.000567768,0.005109912,0,0,0,0,0,0,0,0,0,0,0,0,0,64.6666666666667,13.9833333333333,7.76666666666667,29.8,8.63333333333333,3.2
"AP_B14_2009_2","AP","B",14,2009,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00283884,0,0,0,0,0,0,0,0.252491379,0.015868563,0,0,0,0.0070971,0,0,0,0,0,0,0.224512948,0,0,0,0,0,0,14.1666666666667,27.1666666666667,8.06,24.48,8.3,1.8
"AP_B14_2009_3","AP","B",14,2009,3,4,4,0,0,0,0,0,0,0,0.00567768,0,0,0,0,0,0,0,0,0,0,0,0.026495839,0,0,0,0.00094628,0,0,0.111661038,0,0.00094628,0,0,0.046240663,0.003829333,0,0,0,0,0,0,0,0,0.00283884,0,0.104588305,0,0,0,0.00094628,0,0,49.6,28.34,8.08,32.08,6.04,1.9
"AP_B14_2009_4","AP","B",14,2009,4,2,3,0,0,0,0,0,0,0,0.038293329,0,0,0,0,0,0,0.00141942,0,0,0,0,0.041781431,0,0.00212913,0,0.01277478,0,0,0.042582599,0,0.00283884,0,0,0.488604269,0.003481212,0,0,0,0.050389409,0,0,0,0,0,0.00567768,0.147758096,0,0,0,0.00141942,0,0,56.8333333333333,21.2,8.1,29.65,8.5,1.45
"AP_B14_2010_1","AP","B",14,2010,1,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00283884,0,0,0,0,0,0,0,0,0,0.15470644,3.547099496,0,0,0,0,0.049679699,0,0,0,0,0,0,0,0,0,0,0,0,67.3333333333333,10.2666666666667,8.23333333333333,27.6333333333333,10.4,2.2
"AP_B14_2010_2","AP","B",14,2010,2,2,2,0,0,0.002431322,0,0,0.189643151,0,0.033633294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.322627971,0.030595289,0,0,0,0.222848935,0,0,0,0,0,0,1.246269968,0.002836543,0,0,0,0,0,34.2,26.04,8.1,26.38,6.76,1.85
"AP_B14_2010_3","AP","B",14,2010,3,3,5,0,0,0,0.025528886,0,0,0.005105777,0.00378512,0,0,0,0,0,0,0,0,0,0,0,0.060896922,0,0,0,0,0,0,0.047075784,0,0.00851652,0,0,0.150674084,0.00047314,0,0.00047314,0,0.024603279,0.00047314,0.00047314,0,0,0.00283884,0,0.056538584,0,0,0,0,0,0,52.5,30.4625,8.225,29.4142857142857,6.7375,2.5
"AP_B14_2011_2","AP","B",14,2011,2,5,3,0,0,0,0.145064721,0,0,0,0.00141942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000567768,0,0,0,0,0.000283884,0,0,0.124909706,0.012484004,0,0,0.011071476,0.023562372,0.000851652,0,0,0,0.000283884,0,0.236106491,0,0,0,0.000283884,0,0,51.3846153846154,26.3230769230769,8.08461538461538,30.0230769230769,7.05384615384615,1.43333333333333
"AP_B14_2011_3","AP","B",14,2011,3,5,1,0,0,0,9.207846297,0,2.316072845,0,0.078541238,0,0,0,0,0,0,0,0,0,0,0,0.184671753,0,0.00189256,0,0.00094628,0,0,0.059398097,0,0.01040908,0,0,0.030225752,0.00047314,0,0.149512237,0,0,0,0,0,0,0.00094628,0.065628322,0.123019921,0,0,0,0,0,0,60,30.1125,8.15,32.8125,6.025,2.2
"AP_B14_2011_4","AP","B",14,2011,4,6,2,0,0,0,0,0,0,0,0.000567768,0,0,0,0,0.034038514,0,0.009084288,0,0,0,0,0.045421439,0,0.011923128,0,0.000567768,0,0,0,0,0,0,0,0.001135536,0,0,0.076648678,0,0,0,0,0,0,0,0,0.025528886,0,0,0.000567768,0,0,0,39.1666666666667,18.6666666666667,8.28333333333333,33.6833333333333,8.06666666666667,2
"AP_B14_2012_1","AP","B",14,2012,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001216646,0,0,0,0,0,0,0.000405549,0,0,0,0,0,0,0,0,0,0.178215215,0.006083228,0,0,0,0.001216646,0.000405549,0,0,0,0,0,0.015317331,0,0,0,0,0,0,58.7777777777778,14.9555555555556,8.03333333333333,32.5888888888889,8.72222222222222,2.25
"AP_B14_2012_2","AP","B",14,2012,2,3,3,0,0,0,0.00354855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080758794,0,0,0,0,0,0,0,0,0,0,0,0.601766841,0.00425826,0,0,0,0.100778818,0.00070971,0,0,0,0,0,0.317155928,0,0,0,0,0,0,25.8333333333333,25.9666666666667,8.1,30.1666666666667,6.75,2.3
"AP_B14_2012_3","AP","B",14,2012,3,3,3,0,0,0,0,0,0,0,0.006813216,0,0,0,0,0,0,0,0,0,0,0,0.271065706,0,0,0,0,0,0,0.677914978,0,0,0,0,0.170003004,0,0,0.103333774,0,0,0,0.000567768,0,0,0.001135536,0,0.032561757,0,0,0,0,0,0,56.8571428571429,28.9428571428571,7.9,29.4571428571429,4.84285714285714,1.65
"AP_B14_2012_4","AP","B",14,2012,4,6,4,0,0,0,0,0,0,0,0.001622194,0,0,0,0,0,0,0,0,0,0,0,0.123509956,0,0,0,0,0,0,0.001216646,0,0,0,0,0.050015112,0.011487999,0,0.02271072,0,0,0,0,0,0,0.000405549,0,0.05462084,0,0,0,0,0,0,50.5555555555556,22.5222222222222,8.14444444444444,32.3,6.57777777777778,2.3
"AP_B14_2013_1","AP","B",14,2013,1,2,2,0,0,0,0,0,0.008061753,0,0,0,0,0,0,0,0,0.00378512,0,0,0,0,0,0,0.0023657,0,0.00425826,0,0,0,0,0,0,0,0.094173232,0.027442119,0,0,0,0,0.02223758,0,0,0,0,0,0,0,0,0,0,0,0,59.2857142857143,15.4285714285714,8.08571428571429,27.8428571428571,7.41428571428571,0.3
"AP_B14_2013_2","AP","B",14,2013,2,3,2,0,0,0,0.083040366,0.193381309,0.018234918,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001823492,0,0,0,0,0,0,0,0,0,0,0,0.129101015,0.017106618,0,0,0,0.00922623,0,0,0,0,0,0,0.093545131,0,0,0,0,0,0,15,22.7,8.0625,27.175,8.05,1.725
"AP_B14_2013_3","AP","B",14,2013,3,5,6,0,0,0,0.046634144,0,0.002015438,0,0.083617438,0,0,0,0,0,0,0,0,0,0,0,0.243903357,0,0,0,0,0,0,0.080197228,0,0.00070971,0,0,2.98488405,0.004030877,0,0.075724505,0,0.047550569,0,0,0,0,0.00141942,0,0.395772664,0,0,0,0,0,0,62,30.0125,8.025,27.7875,7,1.3
"AP_B14_2014_1","AP","B",14,2014,1,3,2,0,0,0,0.001531733,0,0,0,0,0,0,0,0,0,0,0.00047314,0,0,0,0,0,0,0,0,0.00047314,0,0,0,0,0,0,0,0.386825179,1.42837862,0,0.0094628,0,0.0070971,0.01845246,0.00094628,0,0,0,0,0.005908114,0.00047314,0,0,0,0,0,24.1818181818182,14.7272727272727,8.03636363636364,28.5363636363636,7.85454545454545,1.7
"AP_B14_2014_2","AP","B",14,2014,2,4,3,0,0,0,0.003646984,0,0,0.003646984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00567768,0.396018172,0,0,0,0,0.244140235,0,0,0,0,0.00141942,0,0.259526471,0,0,0,0.00141942,0,0,25,28.375,8.075,30.2,6.2,1.9
"AP_B14_2014_3","AP","B",14,2014,3,3,3,0,0,0,0.00283884,0,0.00141942,0,0.080906938,0,0,0,0,0.088679287,0,0,0,0,0,0,0.008289137,0,0,0,0,0,0,0,0,0,0,0,0.167491557,0,0,0,0,0,0,0,0,0,0,0,0.009324664,0,0,0,0,0,0,66.6666666666667,29.675,8.25,32.3,7.1,2.55
"AP_B14_2014_4","AP","B",14,2014,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035958639,0,0,0,0,0,0,0,0,0,0,0,0.01987188,0,0,0,0,0.047313999,0,0,0,0,0,0,0.092850268,0,0,0,0,0,0,7.5,20.75,8.125,32.625,7.1,3.1
"AP_B14_2015_2","AP","B",14,2015,2,2,2,0,0,0,0,0,0.002552889,0,0.00070971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00070971,0,0,0,0,0,0,0,0.712344402,0.024127842,0,0.00212913,0,0.454214391,0,0,0,0,0,0,0.124187762,0.002552889,0,0,0,0,0,54.4285714285714,23.3285714285714,8.1,26.9285714285714,8.17142857142857,1.9
"AP_B14_2015_3","AP","B",14,2015,3,10,3,0,0,0.110284786,0.059737593,0.170022379,0.094967455,0,0.077420624,0,0,0,0,0.079650123,0,0,0,0,0,0,0.078526992,0,0,0,0.00898966,0,0,0.003063466,0,0.00047314,0,0,0.154293929,0.010722132,0,0.02081816,0,0.036431779,0,0,0,0,0,0.006126933,0.094293576,0,0,0,0,0,0,72,29.5818181818182,7.98888888888889,32.1363636363636,6.93333333333333,1.94
"AP_B14_2015_4","AP","B",14,2015,4,6,2,0,0,0,0,0,0.026968979,0,0.024130139,0,0,0,0,0,0,0,0,0,0,0,0.13184868,0,0,0,0,0,0,0,0,0,0,0,0.161001785,0.091812814,0,0,0,0,0,0,0,0,0,0,0.056345898,0,0,0,0,0,0,19.1666666666667,24.95,7.88,31.3333333333333,6.62,1.23333333333333
"AP_B14_2016_1","AP","B",14,2016,1,2,8,0,0,0,0.002552889,0,0.2680533,0,0.005105777,0.002552889,0,0,0,0,0,0,0,0,0,0,0.006809081,0,0,0,0,0,0,0,0,0,0,0,0.207670771,0.065815604,0,0,0,0.003406608,0,0,0,0,0,0,0.028081774,0.002552889,0,0,0,0,0,60.375,16.2,8.0375,26.625,8.9875,1
"AP_B14_2016_3","AP","B",14,2016,3,3,1,0,0,0,0,0,0,0,0.01797932,0,0,0,0,0,0,0,0,0,0,0,0.159921317,0,0,0,0,0,0,0,0,0,0,0,0.04194581,0.007658666,0,0,0,0.052991679,0,0,0,0,0,0,0.021941291,0,0.007658666,0,0,0,0,22,30.1,8.04,28.06,6.9,2.05
"AP_B14_2016_4","AP","B",14,2016,4,5,3,0,0,0.003829333,0.003829333,0,0,0,0.088030443,0,0,0,0,0.003829333,0,0,0,0,0,0,0.434713407,0,0,0,0,0,0,0.00851652,0,0,0,0,0.296485912,0.114879986,0,0,0,0,0,0,0,0,0,0,0.060860414,0,0,0,0,0,0,66.2,22.82,7.98,31.3,7.02,2.05
"AP_B14_2017_1","AP","B",14,2017,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014761968,0,0,0,0,0,0,0,0,0,0,0,0.193318798,0.020717329,0,0.004542144,0,0.000567768,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3333333333333,17.4,8,31.2166666666667,6.45,0.35
"AP_B14_2017_2","AP","B",14,2017,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00094628,0,0,0,0,0,0,0,0,0,0,0,0.115623009,0.014282626,0,0,0,0.049206559,0,0,0,0,0,0,0.106425487,0,0,0,0,0,0,37.5,25.975,8.15,31.65,8.45,1.05
"AP_B14_2017_3","AP","B",14,2017,3,1,1,0,0,0.000405549,0.011880506,0,0,0,0.047449182,0,0,0,0,0,0,0,0,0,0,0,0.160769981,0,0,0,0,0,0,0.001216646,0,0.000405549,0,0,0.081970964,0.002687251,0,0,0,0,0,0,0,0,0.000811097,0,0.036981695,0,0,0,0,0,0,57.7777777777778,28.37,8.0125,29.36,5.11,2.05
"AP_B15_1999_2","AP","B",15,1999,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013336346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,25.65,8.35,32.2,6.65,2.5
"AP_B15_2001_2","AP","B",15,2001,2,2,1,0,0,0,0,0,0,0,0.045951994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00189256,0,0,0,0,0,0,0,0.210560498,0.080433798,0,0,0,0,0.00757024,0,0,0,0,0,0.022975997,0,0,0,0,0,0,66.25,27.02,8.4,29.64,7.4,1.8
"AP_B15_2001_3","AP","B",15,2001,3,2,1,0,0,0,0,0,0,0,0.002271072,0,0,0,0,0,0,0,0,0,0,0,0.223132819,0,0,0,0,0,0,0.002271072,0,0,0,0,0.024981791,0.004542144,0,0.003974376,0,0,0.000567768,0.00567768,0,0,0.000567768,0,0.018156171,0,0,0,0,0,0,65,28.1,8.63333333333333,31.3,6.23333333333333,1.5
"AP_B15_2002_1","AP","B",15,2002,1,6,1,0,0,0,0,0,0,0,0,0.00662396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00094628,0,0,0,0,0,0,0,2.14688513,5.863815154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,14.8,8.36,32.74,8.42,3.4
"AP_B15_2002_2","AP","B",15,2002,2,7,1,0,0,0,0,0,0,0,0.007658666,0,0,0,0,0,0,0,0,0,0,0,0.025549559,0,0,0,0.01703304,0,0,0,0,0,0,0,0.281451667,0.053937959,0,0,0,0,0,0,0,0,0,0,0.022975997,0,0,0,0,0,0,100,29.35,7.75,35.45,4.75,2.5
"AP_B15_2003_1","AP","B",15,2003,1,5,3,0,0,0,0.007658666,0,0.00283884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073809838,1.949425185,0,0,0,0,0.00851652,0,0,0,0,0,0,0,0,0,0,0,0,25,13.25,8.15,29,8.5,2.5
"AP_B15_2003_3","AP","B",15,2003,3,3,4,0,0,0,0,0,0,0,0.201557636,0,0,0,0,0,0,0,0,0,0,0,0.01135536,0,0,0,0,0,0,0.065293319,0,0,0,0,0.162937008,0,0,0,0,0,0,0,0,0,0.00283884,0,0.243954171,0,0,0,0,0,0,50,29.1,8.1,26.45,6.4,1.9
"AP_B15_2003_4","AP","B",15,2003,4,6,4,0,0,0,0,0,0,0,1.922325092,0,0.007658666,0,0,0,0,0,0,0,0,0,0.182808888,0,0,0,0,0,0,0,0,0,0,0,0.424361742,0.007658666,0,0,0,0,0,0,0,0,0.00141942,0,0.122538651,0,0,0,0,0,0,87.5,19.7333333333333,8,29.7666666666667,7.9,1.2
"AP_B15_2004_1","AP","B",15,2004,1,6,3,0,0,0,0,0,0,0,0,0.00070971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190522666,0.711060475,0,0,0.00496797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.75,14.26,8.08,31.14,9.62,2.5
"AP_B15_2005_1","AP","B",15,2005,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003829333,0.61272949,0,0,0,0.01277478,0,0,0,0,0,0,0,0,0,0,0,0,0,6.66666666666667,16.425,8,29.525,9.025,2.5
"AP_B15_2005_2","AP","B",15,2005,2,4,4,0,0,0,0.188066237,0,0,0,0.260394634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.658145706,0.032054083,0,0.00141942,0,0,0,0,0,0,0,0,1.119708656,0,0,0,0,0,0,60,25.4333333333333,7.83333333333333,26.3333333333333,6.43333333333333,2.3
"AP_B15_2005_3","AP","B",15,2005,3,8,2,0,0,0,0.013908248,0,0.002552889,0,0.008604946,0,0,0,0.00094628,0,0,0,0,0,0,0,0.059990016,0,0.00189256,0,0.00189256,0,0,0,0,0.023657,0,0,0.39119374,0.012104114,0,0.00189256,0,0,0.00094628,0,0,0,0.00094628,0,0.070446174,0,0,0,0,0,0,20,29.9166666666667,7.78333333333333,26.5,4.76666666666667,1.32
"AP_B15_2005_4","AP","B",15,2005,4,3,2,0,0,0,0.003829333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003829333,0,0,0,0,0,0,0,0,0,0,0,0.075596164,0.038293329,0,0,0,0,0,0,0,0,0,0,0.007658666,0,0,0,0,0,0,100,22.2333333333333,7.96666666666667,30.5,7.06666666666667,2.4
"AP_B15_2006_1","AP","B",15,2006,1,3,3,0,0,0.564188374,0,0.012764443,0.163384868,0,0,0.007658666,0,0,0,0.002552889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161731182,0,0,0,0,0,0,0,0,0,0,0,0.040846217,0,0,0,0,0,50,16.575,8.075,29.45,7.775,2.06666666666667
"AP_B15_2006_2","AP","B",15,2006,2,2,1,0,0,0,0,0,0,0,0.26947272,0,0,0,0,0,0,0,0,0,0,0,0.007658666,0,0,0,0,0,0,0,0,0,0,0,0.524344727,0.007658666,0,0.044002019,0,0,0,0,0,0,0,0,0.330742045,0,0,0,0,0,0,67,25.5666666666667,8.2,33.4,6.23333333333333,1.7
"AP_B15_2006_3","AP","B",15,2006,3,3,2,0,0,0,0,0,0,0,0.207977051,0,0,0,0,0,0,0.000315427,0,0,0,0,0.446011104,0,0,0,0.001577133,0,0,0.031227239,0,0.00094628,0,0,0.36324089,0.016795921,0,0.425234292,0,0.025234133,0.00189256,0.000315427,0,0,0.002523413,0,0.437953467,0,0,0,0,0,0,61.1,29.74,8.04,33.22,5.45,1.7
"AP_B15_2007_2","AP","B",15,2007,2,3,2,0,0,0,0,0,0,0,0.225532722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.620117904,0.007658666,0,0.051099119,0,0,0,0,0,0,0,0,0.417683232,0,0,0,0,0,0,100,26.4,8.16666666666667,35.0333333333333,7.3,1.75
"AP_B15_2007_3","AP","B",15,2007,3,6,1,0,0,0,0.00283884,0,0,0,0.206783974,0,0,0,0,0.032054083,0,0,0,0,0,0,0.084276333,0,0.00141942,0,0.068132159,0,0,0,0,0,0,0,1.213796886,0.130197317,0,0,0,0,0,0,0,0,0,0,0.652406005,0,0,0.00141942,0,0,0,65.3333333333333,29,8.03333333333333,35.8,5.03333333333333,1.7
"AP_B15_2008_1","AP","B",15,2008,1,4,3,0,0,0,0,0,0,0,0,0.00094628,0,0,0,0,0,0,0,0,0,0,0.004984211,0,0,0,0,0,0,0,0,0,0,0,0.031745328,0.375673152,0,0,0,0,0.00283884,0,0,0,0,0,0,0,0,0,0,0,0,54.2,13.8166666666667,7.96666666666667,34.2,8.66666666666667,1.9
"AP_B15_2008_4","AP","B",15,2008,4,5,3,0,0,2.104309578,0,0.010940951,0,0,0.015329736,0,0,0,0,0.054704755,0,0,0,0,0,0,0.082968785,0,0.003974376,0,0.001135536,0,0,0.00283884,0,0,0,0,0.152220034,0.06929269,0,0.038040455,0,0,0,0,0,0,0,0,0.037605373,0,0,0,0,0,0,78.1428571428571,21.2,8.05714285714286,32.3285714285714,8.41428571428571,2
"AP_B15_2009_1","AP","B",15,2009,1,6,3,0,0,0,0,0,0.007658666,0,0,0.030634663,0,0,0,0,0,0,0,0,0,0,0.06212718,0,0.00283884,0,0,0,0,0,0,0,0,0,0.723408014,0.007658666,0,0,0,0,0.00283884,0,0,0,0,0,0.05361066,0.007658666,0,0,0,0,0,0,18,7.85,29.65,7,2.5
"AP_B15_2009_2","AP","B",15,2009,2,8,3,0,0,0,0,0,0.003829333,0,0.003829333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00094628,0,0,0,0,0,0,0,0.820355759,0.00283884,0,0,0,0.00189256,0,0.108822198,0,0,0,0,0.436146029,0,0,0,0,0,0,40,26.36,8.33333333333333,22.8,9.28,1.4
"AP_B15_2009_3","AP","B",15,2009,3,5,1,0,0,0,0.007293967,0,0.007293967,0,0.182349183,0,0,0,0,0,0,0,0,0,0,0,0.203132576,0,0.00212913,0,0.00354855,0,0,0,0,0.00070971,0,0,0.905601678,0.00141942,0,0,0.453504681,0.00070971,0,0,0,0,0.00070971,0,0.332802765,0,0,0,0,0,0,44.2,29.68,7.96,31.52,5.26,1.7
"AP_B15_2009_4","AP","B",15,2009,4,6,1,0,0,0,0,0,0,0,0.0118285,0,0,0,0,0,0,0,0,0,0,0,0.03721441,0,0.00047314,0,0,0,0,0.00141942,0,0.00141942,0,0,0.063016045,0,0,0.00189256,0,0,0,0,0,0,0,0,0.011778789,0,0,0,0,0,0,62.5,21.475,8.125,31.6875,7.625,2.1
"AP_B15_2010_1","AP","B",15,2010,1,4,1,0,0,0,0,0,0,0,0,0.00189256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010426357,0.209204606,0,0,0,0,0.00520454,0,0,0,0,0,0,0.013228604,0,0,0,0,0,53.9,11.33,8.17,28.89,9.81,2.225
"AP_B15_2010_2","AP","B",15,2010,2,4,3,0,0,0,0,0,0,0,0.080233641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315536446,0.189689434,0,0,0,0,0,0,0,0,0,0,0.395335004,0.007293967,0,0,0,0,0,83.2,27.42,8.08,26.94,7,1.3
"AP_B15_2010_3","AP","B",15,2010,3,5,2,0,0,0,0,0,0.089423458,0,0.200847926,0,0,0,0,0,0,0,0,0,0,0,0.246534642,0,0.00638739,0,0.113553598,0,0,0.142651707,0,0.00496797,0,0,0.113967019,0.033473503,0,0,0,0,0,0.210783866,0,0,0.00283884,0,0.250076283,0,0,0,0,0,0,72.2,31.44,8.16,29.06,7.14,0
"AP_B15_2011_2","AP","B",15,2011,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048821845,0.00425826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,24.9333333333333,8.06666666666667,30.1,5.93333333333333,2.7
"AP_B15_2011_3","AP","B",15,2011,3,4,2,0,0,0,0,0,0,0,0.061269326,0,0,0,0,0.007658666,0,0,0,0,0,0,0.170003098,0,0.00567768,0,0,0,0,0,0,0,0,0,0.222101305,0.030634663,0,0,0,0,0,0.00283884,0,0,0.00851652,0,0.130197317,0,0,0,0,0,0,0,24.4,8.2,33.9,6,1.3
"AP_B15_2011_4","AP","B",15,2011,4,3,2,0,0,0,0.042122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088269316,0,0,0,0,0,0,0,0,0,0,0,0.045951994,0.038293329,0,0,0,0,0,0,0,0,0,0.003829333,0.011487999,0.008061753,0,0,0,0,0,33.6666666666667,19.2333333333333,8.1,33.7333333333333,7.36666666666667,2.1
"AP_B15_2012_2","AP","B",15,2012,2,2,1,0,0,0,0.567824489,0,0,0,0,0,0,0.000567768,0,0,0,0,0,0,0,0,0.038040455,0,0,0,0.005109912,0,0,0,0,0.000567768,0,0,0.404737232,0.004030877,0,0,0,0.126044493,0.000567768,0.002271072,0,0,0,0,0.236005419,0,0,0,0.00283884,0,0,37.1428571428571,26.6571428571429,8.17142857142857,32.8714285714286,6.71428571428571,2.35
"AP_B15_2012_3","AP","B",15,2012,3,2,3,0,0,0,0.087530898,0,0,0,0.009008033,0,0,0,0,0,0,0,0,0,0,0,0.341035164,0,0,0,0.00567768,0,0,0,0,0,0,0,0.152307429,0.004030877,0,0.00898966,0.00141942,0.01797932,0,0.0023657,0,0,0.00094628,0,0.08769626,0,0,0,0,0,0,17.125,31.25,7.9625,29.3375,4.8625,1.85
"AP_B15_2013_2","AP","B",15,2013,2,8,1,0,0,0,0.032247014,0,0,0,0.124957177,0,0,0,0,0,0,0,0,0,0,0,0.00378512,0,0,0,0,0,0,0,0,0,0,0,1.20708397,0.008762277,0,0,0,0,0,0,0,0,0,0,0.387104267,0,0,0,0,0,0,86.4,23.62,8.42,30.4,6.98,1.8
"AP_B15_2013_3","AP","B",15,2013,3,10,3,0,0,0,0.026761117,0,0.00283884,0,0.166722128,0,0,0.007658666,0,0,0,0,0,0,0,0,0.049294985,0,0,0,0,0,0,0.050152839,0,0,0,0,1.193426695,0.084245323,0,0.0047314,0.00094628,0,0,0,0,0,0,0,0.434032404,0,0,0,0,0,0,63.3333333333333,29.3,7.975,26.1,6.075,0.45
"AP_B15_2014_2","AP","B",15,2014,2,6,2,0,0,0.143599982,0,0,0.019146664,0,0.000567768,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000567768,0,0,0,0,0,0,0,0,0,1.379361317,0.381540088,0,0.032362775,0,0,0.060183407,0.006813216,0,0,0,0,0.426410461,0.009573332,0,0,0,0,0,32.5,23.7333333333333,7.95,28.1,6.9,1.7
